,company_id,mean_share_outstanding_2021,mean_share_outstanding_2022,mean_share_outstanding_2023,mean_eps_2021,mean_eps_2022,mean_eps_2023,mean_pe_ratio_2021,mean_pe_ratio_2022,mean_pe_ratio_2023,mean_price_to_sales_2021,mean_price_to_sales_2022,mean_price_to_sales_2023,mean_ebitda_2021,mean_ebitda_2022,mean_ebitda_2023,mean_return_on_assets_2021,mean_return_on_assets_2022,mean_return_on_assets_2023,mean_return_on_equity_2021,mean_return_on_equity_2022,mean_return_on_equity_2023,mean_return_on_capital_employed_2021,mean_return_on_capital_employed_2022,mean_return_on_capital_employed_2023,mean_interest_coverage_2021,mean_interest_coverage_2022,mean_interest_coverage_2023,cluster
62,62,14250000000.0,14250000000.0,14250000000.0,21.564999999999998,17.689999999999998,16.05666666666667,116.85000000000001,157.5325,172.74666666666667,32.75,39.035,37.620000000000005,465692500000.0,393555000000.0,238760000000.0,0.044675,0.0375,0.0327,0.057924999999999977,0.048675,0.04133333333333334,0.067975,0.055475000000000003,0.04736666666666667,137.035,105.705,89.33333333333333,0
63,63,15050000000.0,15050000000.0,15050000000.0,39.4925,34.16,19.279999999999998,24.695,25.92,47.96,5.715,5.88,4.363333333333333,1032387500000.0,931692500000.0,632260000000.0,0.0292,0.023424999999999998,0.012966666666666666,0.03684999999999998,0.028250000000000004,0.014666666666666633,0.04882499999999999,0.038024999999999975,0.020599999999999966,15.45,25.4125,16.34,2
64,64,22360000000.0,22360000000.0,22360000000.0,13.267499999999998,21.7175,30.206666666666667,470.57750000000004,105.7875,90.46999999999998,7.6000000000000005,5.9750000000000005,7.763333333333333,654100000000.0,840130000000.0,1157070000000.0,0.014325000000000001,0.021824999999999997,0.028933333333333335,0.025425,0.04025,0.0501,0.02735,0.038425,0.05386666666666667,5.515,6.2299999999999995,11.26,0
65,65,6480000000.0,6480000000.0,21480000000.0,8.892499999999998,2.215,0.5900000000000002,5.972499999999999,-108.48,20.10666666666667,0.395,0.315,0.5166666666666666,199895000000.0,220992500000.0,114470000000.0,0.005625000000000001,0.0016000000000000003,0.0011666666666666336,0.013725,0.004350000000000001,0.0023999999999999664,0.033275,0.023249999999999976,0.015566666666666666,2.2424999999999997,2.1175,1.55,1
66,66,24240000000.0,24240000000.0,24240000000.0,44.7375,52.457499999999996,42.27333333333333,52.6275,49.1275,32.906666666666666,2.7299999999999995,2.8375,2.3666666666666667,3009282500000.0,4320110000000.0,3891623333333.3335,0.009949999999999974,0.011725000000000001,0.009633333333333332,0.030824999999999998,0.032874999999999974,0.0256,0.016125,0.024249999999999973,0.023566666666666666,2.7525,4.5175,4.943333333333333,2
67,67,24090000000.0,24090000000.0,24090000000.0,21.4175,31.57,33.43,-1.8924999999999983,48.044999999999995,41.89666666666667,5.655,10.59,8.270000000000001,827705000000.0,1177550000000.0,1305970000000.0,0.002575,0.003725,0.0038666666666666663,0.011800000000000001,0.016475,0.016366666666666665,0.00295,0.004999999999999999,0.005566666666666667,0.0,0.0,0.0,1
68,68,61680000000.0,61680000000.0,61680000000.0,0.0825,0.08,-0.63,3016.0725,2187.68,516.1800000000001,73.295,7.7125,31.786666666666665,26750000000.0,56905000000.0,11503333333.333334,0.00025,0.000225,-0.0019,0.0013,0.001224999999999975,-0.009966666666666632,0.000775,0.00335,0.00026666666666666673,0.74,1.615,0.2833333333333333,1
69,69,11520000000.0,11520000000.0,11520000000.0,171.6325,272.72,109.34666666666665,24.7275,14.2675,30.27333333333333,4.47,4.1,3.9066666666666663,2767477500000.0,4171852500000.0,1937833333333.3333,0.061900000000000004,0.0791,0.029266666666666635,0.09425,0.12399999999999999,0.05996666666666663,0.10317499999999996,0.12539999999999996,0.047966666666666664,74.97,91.9125,25.763333333333335,2
70,70,6200000000.0,6200000000.0,6200000000.0,10.7275,10.955,12.886666666666665,135.34250000000003,113.56250000000001,66.02,1.7725000000000002,1.1825,0.9866666666666667,531527500000.0,653245000000.0,533086666666.6667,0.001225,0.001175,0.0013666666666666664,0.006175,0.00615,0.0070999999999999995,0.015425,0.018349999999999998,0.011866666666666666,1.17,1.5775,1.4833333333333334,1
71,71,1010000000.0,1010000000.0,673333333.3333334,119.315,158.16000000000003,53.61333333333334,32.2575,36.9375,48.050000000000004,1.4275000000000002,1.72,1.4266666666666665,409710000000.0,476837500000.0,261846666666.66666,0.01595,0.0183,0.005033333333333333,0.033675,0.0368,0.014466666666666664,0.030124999999999975,0.043499999999999976,0.013999999999999999,8.184999999999999,7.54,1.7666666666666666,2
72,72,48160000000.0,48160000000.0,48160000000.0,7.175000000000001,7.987500000000001,10.29,81.865,58.8,45.92333333333334,17.055,15.192499999999999,14.646666666666667,729075000000.0,820527500000.0,834750000000.0,0.012175000000000002,0.012874999999999977,0.015700000000000002,0.02225,0.02274999999999997,0.027366666666666668,0.023475,0.024199999999999975,0.023066666666666666,6.7075,7.6375,7.433333333333334,0
73,73,7100000000.0,7100000000.0,7100000000.0,6.0125,12.400000000000002,11.963333333333336,-28.387499999999996,149.06750000000002,220.64,10.3375,6.5625,6.640000000000001,146357500000.0,196647500000.0,157480000000.0,0.008499999999999999,0.017199999999999976,0.01719999999999997,0.011750000000000002,0.024,0.02333333333333333,0.0094,0.023225,0.01756666666666663,5.092499999999999,15.022499999999999,7.323333333333334,1
74,74,29577500000.0,73970000000.0,73970000000.0,18.9525,2.8600000000000003,1.0666666666666667,79.1925,294.2325,1442.9333333333334,17.8675,9.8925,7.903333333333333,500135000000.0,342332500000.0,143743333333.33334,0.04554999999999999,0.019575,0.0075,0.078,0.029500000000000002,0.010633333333333333,0.07657499999999999,0.031225,0.0101,35.699999999999996,27.9775,223.67333333333332,0
75,75,30000000000.0,30000000000.0,30000000000.0,10.51,9.205,6.52,77.01249999999999,109.85249999999999,120.89666666666666,23.9625,28.7775,27.709999999999997,413492500000.0,367532500000.0,271770000000.0,0.0822,0.069025,0.04983333333333334,0.09947499999999997,0.0824,0.060733333333333334,0.12144999999999997,0.10057499999999997,0.07403333333333334,1792.9150000000002,4212.049999999999,1799.7266666666665,0
76,76,1630000000.0,10165000000.0,13010000000.0,103.6625,26.747500000000002,22.013333333333335,77.815,92.71000000000001,83.22333333333334,5.575,5.865,8.549999999999999,492282500000.0,496070000000.0,650220000000.0,0.018824999999999998,0.018425,0.02723333333333333,0.0271,0.0259,0.0389,0.037375,0.03542499999999997,0.05273333333333333,15.6475,15.7775,20.116666666666667,2
77,77,15820000000.0,15820000000.0,15820000000.0,15.559999999999999,18.942500000000003,9.223333333333333,43.07,28.6875,-76.57666666666665,1.4925,1.6375000000000002,1.62,1066852500000.0,1074260000000.0,776246666666.6666,0.006775,0.008175,0.0040999999999999995,0.016075,0.018299999999999997,0.008566666666666667,0.0273,0.027225,0.015366666666666667,4.2675,4.702500000000001,2.61,1
78,78,3280000000.0,3280000000.0,16379999999.999998,101.38499999999999,253.14499999999998,20.05666666666667,7.092499999999999,8.420000000000002,19.91333333333333,0.8275,1.5550000000000002,2.0433333333333334,671905000000.0,1764682500000.0,645093333333.3334,0.032475000000000004,0.052950000000000004,0.017833333333333336,0.10324999999999998,0.14705000000000001,0.046033333333333336,0.08187499999999998,0.12792499999999998,0.0303333333333333,14.115,26.36,5.563333333333333,2
79,79,5930000000.0,6135000000.0,6750000000.0,86.26249999999999,96.1825,84.62,112.1075,80.51750000000001,87.18333333333334,5.925000000000001,4.705,4.636666666666667,2157815000000.0,1986672500000.0,1975020000000.0,0.006524999999999974,0.00769999999999995,0.007033333333333333,0.014475000000000002,0.015524999999999976,0.0134,0.02035,0.01825,0.017033333333333334,2.855,3.2700000000000005,3.3333333333333335,2
80,80,15470000000.0,16510000000.000002,16510000000.000002,5.137499999999999,9.469999999999999,13.183333333333332,209.865,100.16999999999999,47.580000000000005,9.837499999999999,7.340000000000001,5.923333333333335,455480000000.0,491707500000.0,580456666666.6666,0.003125,0.0056,0.0074333333333333335,0.01015,0.0173,0.022733333333333338,0.02195,0.022375,0.027999999999999997,1.6275000000000002,2.5774999999999997,2.89,1
81,81,5760000000.0,5760000000.0,5760000000.0,28.740000000000002,36.825,40.22,47.3725,38.7,44.88,7.5425,6.6,8.286666666666667,260852500000.0,318935000000.0,353416666666.6667,0.042874999999999996,0.04957499999999997,0.0516,0.067,0.075575,0.07489999999999997,0.073825,0.08417500000000001,0.08256666666666666,49.2375,58.907500000000006,58.01,2
82,82,20450000000.0,20450000000.0,20450000000.0,-188.72249999999997,-75.39,-29.08,-2.905,-4.295000000000001,-9.306666666666667,1.29,1.7225,2.33,0.0,0.0,16086666666.666666,-0.18837500000000001,-0.116675,-0.05673333333333334,3.125975,0.1555,0.045399999999999996,0.259525,-0.09724999999999998,-0.058633333333333336,-10.4,-34.645,-9.353333333333333,1
83,83,4710000000.0,4710000000.0,4710000000.0,-10.637500000000001,9.3425,-1.676666666666667,-11.0275,-47.9625,-54.676666666666655,4.1925,1.9325,1.9433333333333334,69522500000.0,171367500000.0,39523333333.333336,-0.006425,0.0052499999999999995,-0.0010333333333333334,-0.013900000000000003,0.011324999999999998,-0.0021,0.0039,0.021449999999999997,0.013900000000000001,0.4375,2.285,1.7366666666666666,1
84,84,9530000000.0,9530000000.0,9530000000.0,39.7775,48.222500000000004,17.959999999999997,28.129999999999995,131.3925,-880.8333333333334,6.8,7.005,9.066666666666666,520467500000.0,684712500000.0,396493333333.3333,0.028225,0.031825,0.012733333333333333,0.06827499999999999,0.06677499999999997,0.0267,0.03735,0.054924999999999995,0.02316666666666667,3.2725,4.0675,2.18,2
85,85,22660000000.0,22660000000.0,22660000000.0,17.095,18.0675,16.453333333333333,165.66,151.5075,127.2,40.855000000000004,37.9575,28.336666666666662,1357205000000.0,1415480000000.0,947880000000.0,0.009250000000000001,0.00955,0.008566666666666634,0.042574999999999946,0.036724999999999994,0.034,0.034975000000000006,0.03175,0.033,0.0,0.0,0.0,0
86,86,5340000000.0,5340000000.0,5340000000.0,37.19,37.472500000000004,27.186666666666667,22.775,21.265000000000004,31.606666666666666,1.1425,0.995,1.0233333333333332,709907500000.0,769772500000.0,706476666666.6666,0.009774999999999999,0.008874999999999975,0.0062,0.0316,0.02949999999999995,0.019966666666666664,0.035025,0.03829999999999997,0.029666666666666664,2.3875,2.2775000000000003,1.6133333333333333,2
87,87,7450000000.0,7450000000.0,7450000000.0,43.73,34.96,-3.9166666666666665,313.295,29.242499999999996,-32.59,3.3274999999999997,3.505,3.1766666666666663,768540000000.0,534895000000.0,154940000000.0,0.022949999999999998,0.017974999999999998,-0.0023,0.05555,0.037,-0.004533333333333367,0.06465,0.037250000000000005,-0.005833333333333334,7.422499999999999,6.9225,-1.36,2
88,88,3110000000.0,3110000000.0,3110000000.0,284.76,580.1424999999999,222.34,30.5575,13.5125,68.12333333333332,7.2250000000000005,4.8775,5.5566666666666675,469070000000.0,535772500000.0,501980000000.0,0.019599999999999975,0.03535,0.012466666666666668,0.036925,0.058499999999999996,0.019633333333333298,0.004875,0.00645,0.005,1.1900000000000002,1.5099999999999998,1.23,2
89,89,99060000000.0,99060000000.0,99060000000.0,62.4875,52.3725,65.61333333333333,57.4275,88.345,60.093333333333334,9.8825,11.3275,10.526666666666667,19844750000000.0,18209000000000.0,19687666666666.668,0.023725,0.018824999999999977,0.0231,0.057624999999999996,0.041624999999999995,0.05003333333333334,0.065375,0.048275,0.0570666666666666,11.0075,9.865,10.12,0
90,90,33330000000.0,33330000000.0,33330000000.0,0.005,-0.705,-0.5433333333333333,2500.0,308.13,-122.73,11.057500000000001,8.905,19.983333333333334,8085000000.0,13970000000.0,0.0,5.000000000000001e-05,-0.009774999999999999,-0.007466666666666633,0.00015,-0.031125,-0.025266666666666632,-0.003050000000000025,0.0025000000000000005,-0.0025999999999999994,-0.6900000000000001,1.2125,-697.1233333333333,1
91,91,51010000000.0,51010000000.0,51010000000.0,16.795,16.867500000000003,15.84666666666667,71.255,66.77499999999999,61.99333333333333,28.67,20.847499999999997,17.19666666666667,1814090000000.0,2283577500000.0,2399736666666.6665,0.01935,0.013399999999999999,0.012033333333333333,0.0765,0.0637,0.05243333333333333,0.0452,0.035574999999999996,0.034499999999999996,4.342499999999999,2.8575,2.4233333333333333,0
92,92,19730000000.0,54070000000.0,86510000000.0,31.0,-15.075,-1.28,-1897.2775000000001,-557.5825000000001,-139.3166666666667,17.822499999999998,23.11,23.593333333333334,1260107500000.0,80205000000.0,281113333333.3333,0.011024999999999998,-0.007949999999999974,-0.0014333333333333333,0.0206,-0.013524999999999976,-0.0025666666666666667,0.022175,-0.006899999999999974,-0.002033333333333333,3.725,-1.3624999999999998,-0.25333333333333335,1
93,93,3730000000.0,3730000000.0,3730000000.0,688.9625,1407.7975,1371.5966666666666,33.915,20.189999999999998,20.206666666666667,4.2625,3.4099999999999997,3.106666666666667,5910077500000.0,9381937500000.0,9273360000000.0,0.02355,0.03965,0.035366666666666664,0.03899999999999998,0.06665,0.06586666666666663,0.046225,0.08025,0.07603333333333333,20.0,39.88999999999999,22.26,2
94,94,38150000000.0,38150000000.0,38150000000.0,37.735,35.1575,36.6,128.63500000000002,148.04250000000002,112.64,18.8125,16.705,15.466666666666667,2189087500000.0,2030697500000.0,2054800000000.0,0.0708,0.06555,0.07176666666666666,0.291025,0.25495,0.2909,0.255875,0.23674999999999996,0.27580000000000005,43.0625,96.415,79.55,0
95,95,8970000000.0,8970000000.0,8970000000.0,3.2800000000000002,-1.66,-217.20000000000002,784.135,1311.0325,-4.41,2.6149999999999998,1.8225000000000002,0.8966666666666666,503787500000.0,593755000000.0,195960000000.0,0.000475,-0.0002,-0.028499999999999998,0.0021749999999999747,-0.0011250000000000001,-0.24176666666666666,0.012725,0.01205,0.003699999999999967,0.7825,0.7575,0.21333333333333335,1
96,96,6347500000.0,6400000000.0,6440000000.0,21.119999999999997,7.032499999999998,3.063333333333333,36.905,1063.4875,145.60999999999999,3.7325,3.43,4.96,266305000000.0,149035000000.0,79390000000.0,0.02075,0.0063750000000000005,0.0028666666666666667,0.03974999999999997,0.011300000000000029,0.0052,0.058925000000000005,0.021150000000000002,0.016799999999999964,3.7475,2.075,1.5,1
97,97,26360000000.0,26360000000.0,35760000000.0,-18.4325,6.409999999999998,-4.840000000000001,-94.9675,-5.7225,29.683333333333334,15.919999999999998,5.4325,5.473333333333333,84457500000.0,16422500000.0,0.0,-0.067325,0.024424999999999995,-0.03256666666666667,0.07547499999999999,0.22822499999999998,0.10633333333333334,1.638125,-0.287225,0.48456666666666665,-0.945,-0.5575,-1.3033333333333335,1
98,98,16757500000.0,28187500000.0,28810000000.0,-8.16,-17.169999999999998,-32.79666666666667,-40.30000000000001,16.285,-9.476666666666667,4.9225,3.8825000000000003,2.32,252645000000.0,97895000000.0,224146666666.66666,-0.0026499999999999996,-0.004725,-0.009766666666666668,-0.025475000000000025,-0.05142499999999998,-0.1354,-0.0020749999999999996,-0.003299999999999975,-0.0022666666666666664,-0.1825,-0.25,-0.13000000000000003,1
99,99,8720000000.0,8720000000.0,8720000000.0,2.38,4.675000000000001,1.1333333333333335,118.38750000000002,59.0475,160.61666666666667,2.645,1.4725000000000001,1.3533333333333335,91280000000.0,151397500000.0,45736666666.666664,0.00255,0.00455,0.0012,0.00615,0.011724999999999975,0.002766666666666666,0.0077,0.025050000000000003,0.0131333333333333,1.2825,4.795,3.4133333333333336,1
